PDB,fa_atr,fa_rep,fa_sol,fa_elec,hbond_bb_sc,hbond_sc,Interface_Energy,Total_BSA,Interface_HB,Total_packstats,Interface_unsat,Total_pose_exposed_SASA,interface_hydrophobic_sasa,interface_polar_sasa,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.9,7.9,8.9,16.9,6.15,7.15,8.15,16.15,6.16,7.16,8.16,16.16,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,SIDE_flex_ALPHA,SIDE_flex_BETA,SIDE_flex_OTHER,BACK_flex_ALPHA,BACK_flex_BETA,BACK_flex_OTHER,TotalElec,TotalHbond,Hphobe_contact,Pi_Pi,T-stack,Cation-pi,Salt_Bridge,diff_entropy,pienergy,fsp3,polarsurfacearea,vdwsa,Label
5nfz_8WB_B_decoys_1,-29.4971,47.2498,5.93392,-1.65844,0,0,-0.236381,692.489,0,0.590442,4,0.285195,0.879979,0.120021,2788,730,826,49,368,103,114,4,557,148,156,12,0,0,0,0,0,0,0,0,187,51,55,2,0,0,0,0,0,0,0,0,0,0,0,0,11,15,18,2,11,5,-8047.6752,0,24,0,0,0,0,-3,32.25,0.33,62.55,447.78,0
5nfz_8WB_B_decoys_2,-22.9604,43.1924,5.65458,1.47954,0,0,8.01977,722.488,0,0.594673,5,0.25863,0.857809,0.142191,2943,789,899,38,0,0,0,0,955,261,278,12,185,52,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,16,2,0,10,-51881.40805,0,19,0,0,1,0,0.3,35.79,0.44,69.67,441.77,0
5nfz_8WB_B_decoys_3,-26.7509,43.0952,13.8702,-1.89585,0,0,7.2683,685.362,0,0.587758,7,0.249499,0.860869,0.139131,2640,693,783,41,746,199,212,13,202,46,55,5,0,0,0,0,0,0,0,0,203,50,54,4,0,0,0,0,0,0,0,0,0,0,0,0,14,20,13,2,1,5,-50122.17074,1,19,0,0,0,0,0.9,19.96,0.86,60.67,419.28,0
5nhz_8XZ_A_decoys_1,-28.2528,6.5795,12.3814,-8.6034,-1.22393,0,-23.2989,744.103,2,0.722274,4,0.316799,0.682594,0.317406,2465,760,771,16,153,50,48,1,779,236,246,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,46,0,0,14,-509558.7703,2,32,1,0,0,2,-3,30.69,0.44,103.7,470.19,0
5nhz_8XZ_A_decoys_2,-23.3134,3.48103,13.6941,-3.02432,0,-1.01058,-13.2135,662.127,1,0.758772,5,0.3655,0.698566,0.301434,2453,789,748,16,159,52,55,1,613,186,196,4,0,0,0,0,0,0,0,0,158,53,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,0,0,6,-93978.96385,1,21,0,0,0,1,-5,25.06,0.81,103.7,478.26,0
5nhz_8XZ_A_decoys_3,-26.7423,4.55475,16.0851,-9.74333,-1.29924,-0.850373,-21.463,734.971,2,0.744733,6,0.328131,0.64268,0.35732,2549,774,794,16,166,55,60,1,742,226,233,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,64,0,0,16,-474140.6284,2,28,1,0,0,1,-4.9,30.69,0.47,103.7,499.85,0
5nj0_8YW_A_decoys_1,-70.9106,15988,47.7367,5.16037,0,-0.162125,8771.56,518.673,1,0.610636,2,0.561289,0.561153,0.438847,814,205,289,12,436,107,149,7,103,27,39,1,0,0,0,0,0,0,0,0,68,16,23,2,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,192,0,0,-196765.4063,1,99,0,0,0,0,-22.4,30.08,0.79,101.8,517.5,0
5nj0_8YW_A_decoys_2,0,0,0,0,0,0,0,0,0,0.617632,0,1,0.5,0.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5,41.74,0.13,96.02,435.36,0
5nj0_8YW_A_decoys_3,-34.5585,287.69,9.5358,0.916037,0,0,132.533,744.119,0,0.582165,5,0.292305,0.885249,0.114751,3316,750,821,24,828,198,189,4,861,187,204,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,20,0,0,-49560.73046,0,34,0,0,0,0,-0.3,37.28,0.38,95.42,456.74,0
5nrw_96N_A_decoys_1,-26.4677,4.40349,2.43304,0.923207,0,0,-21.9701,661.811,0,0.722322,4,0.352103,0.816108,0.183892,2426,589,610,20,679,169,176,7,0,0,0,0,327,77,81,3,0,0,0,0,128,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,41,2,0,14,29156.27454,1,22,0,0,0,0,-2.5,44.96,0.07,56.73,395.12,0
5nrw_96N_A_decoys_2,-22.0507,4.50244,0.305347,0.812519,0,0,-19.2568,701.639,0,0.668842,3,0.368526,0.777398,0.222602,2609,630,646,13,215,50,53,0,222,53,56,0,0,0,0,0,0,0,0,0,152,38,39,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,12,0,0,5,-15723.58906,0,14,0,0,0,0,-2.4,31.8,0.44,76.11,446.9,0
5nrw_96N_A_decoys_3,-31.0565,6.9749,-0.0913351,-1.0109,0,0,-29.6313,752.348,0,0.756596,5,0.31855,0.74071,0.25929,3104,752,777,27,254,60,57,0,233,60,60,1,0,0,0,0,0,0,0,0,150,36,40,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,41,6,0,11,15023.82468,0,37,0,0,1,0,-2,37.42,0.11,52.57,441.45,0
5nu5_99E_A_decoys_1,-21.7112,4.09959,4.38642,-0.720965,0,-1.60371,-17.7007,663.733,1,0.67967,2,0.415901,0.858991,0.141009,2102,523,559,14,542,128,141,4,319,75,81,2,0,0,0,0,0,0,0,0,0,0,0,0,154,40,40,0,0,0,0,0,0,0,0,0,7,0,44,2,0,8,-4508.038054,1,16,1,0,0,0,-3.5,43.95,0.12,84.22,442.06,0
5nu5_99E_A_decoys_2,-20.766,4.06342,4.97711,-4.05278,-0.761263,-0.772472,-19.7283,628.261,2,0.673405,3,0.408819,0.852368,0.147632,2024,506,533,8,675,164,182,6,93,27,24,0,0,0,0,0,0,0,0,0,130,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,30,0,0,15,-47543.00822,1,8,0,0,0,0,-2,19.74,0.71,94.89,476.68,0
5nu5_99E_A_decoys_3,-20.0808,3.46953,4.43181,-4.37283,-0.875269,-0.665306,-20.2113,632.568,2,0.670746,4,0.416366,0.833749,0.166251,2172,537,558,6,587,134,153,7,329,73,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,0,0,15,-13574.07377,2,12,0,0,0,0,0.7,17.06,0.89,87.71,600.36,0
5o0h_9FN_B_decoys_1,-29.6075,10.8837,-1.06606,-5.2933,0,0,-31.0995,611.852,0,0.627115,4,0.375518,0.775173,0.224827,2129,514,547,24,280,67,79,3,438,104,128,5,0,0,0,0,0,0,0,0,154,37,43,2,0,0,0,0,0,0,0,0,0,0,0,0,25,16,6,4,15,17,-66452.2933,0,29,0,0,0,0,-0.4,41.33,0.36,72.2,444.72,0
5o0h_9FN_B_decoys_2,-30.6168,10.4158,7.70833,-4.97249,0,0,-23.4593,663.232,0,0.630167,8,0.318928,0.797278,0.202722,2088,511,574,25,737,178,217,9,0,0,0,0,0,0,0,0,0,0,0,0,191,45,54,2,184,45,42,1,0,0,0,0,0,0,0,0,50,14,5,16,7,4,-10771.70241,1,26,1,0,0,0,0,38.09,0,52.88,361.97,0
5o0h_9FN_B_decoys_3,-25.5106,6.81845,5.55303,-4.08892,-1.81186,0,-23.136,648.333,1,0.640807,3,0.314139,0.790797,0.209203,2151,534,597,26,782,185,223,10,0,0,0,0,0,0,0,0,0,0,0,0,156,35,43,2,172,41,42,2,0,0,0,0,0,0,0,0,42,6,7,7,2,10,18581.1633,2,24,1,0,0,1,1.1,38.1,0,52.88,361.83,0
5op5_3FE_A_decoys_1,-24.2998,6.66504,3.3863,-1.51415,0,0,-19.9335,697.037,0,0.676244,7,0.237377,0.758703,0.241297,2888,774,894,16,703,189,213,4,380,102,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,21,8,-54955.1492,0,23,0,0,0,0,1.8,37.16,0,69.78,350.05,0
5op5_3FE_A_decoys_2,-24.9741,27.6994,10.4077,1.93161,0,0,0.697378,699.476,0,0.608123,6,0.257118,0.745564,0.254436,2363,634,723,13,1089,289,333,6,0,0,0,0,276,80,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0,14,13,-108951.4954,1,13,0,0,0,0,-2.2,45.45,0.23,71.8,361.46,0
5op5_3FE_A_decoys_3,-27.7656,7.09238,8.64673,-3.90266,-1.33371,0,-22.0953,690.914,1,0.661597,3,0.264913,0.705859,0.294141,2027,545,622,11,795,210,237,4,361,99,114,2,0,0,0,0,0,0,0,0,190,54,54,1,122,36,42,0,0,0,0,0,0,0,0,0,0,23,6,0,16,2,-104640.3591,1,13,0,0,0,0,-0.8,32.21,0.55,58.44,373.93,0
5opb_A1N_A_decoys_1,-36.1395,14.1945,-0.18702,-6.6778,0,0,-36.4149,882.102,1,0.674429,5,0.317795,0.64922,0.35078,3516,952,1079,15,725,199,224,1,355,98,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,0,13,14,-111596.3157,1,28,0,0,0,0,0.7,35.87,0.57,76.31,618.95,0
5opb_A1N_A_decoys_2,-31.3143,10.6963,3.54939,-5.8512,-0.968308,-1.28559,-30.2838,752.916,2,0.637937,2,0.323811,0.759055,0.240945,3668,946,1084,21,200,48,58,1,977,263,291,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,0,12,3,-167457.0287,1,23,0,0,0,0,3.3,49.04,0.43,69.62,553.71,0
5opb_A1N_A_decoys_3,-22.1968,6.07627,1.25164,-5.15838,-1.94331,0,-24.489,732.185,1,0.642496,1,0.413732,0.621026,0.378974,2747,773,904,9,623,175,197,0,337,90,112,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,16,4,-131261.3811,1,20,0,0,0,0,-1.2,42.28,0.27,69.2,538.22,0
5opr_A3E_A_decoys_1,-22.7715,4.91256,8.39502,-7.10588,0,-1.19318,-20.5822,704.825,1,0.613803,4,0.440526,0.628762,0.371238,2991,836,914,12,425,124,132,0,399,111,127,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,6,5,-549925.8341,1,17,0,0,0,1,-0.1,43.51,0.48,89.79,573.97,0
5opr_A3E_A_decoys_2,-32.344,5.77081,11.8239,-6.54016,-2.35182,0,-27.4172,835.088,2,0.637242,4,0.370124,0.638762,0.361238,3159,837,952,12,813,209,250,3,348,96,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,20,3,-70474.70307,2,21,0,0,0,0,-2.6,32.78,0.71,87.22,649.75,0
5opr_A3E_A_decoys_3,-25.3625,6.47839,7.63271,-1.36339,-0.547039,0,-16.5562,733.754,1,0.646883,3,0.417743,0.812774,0.187226,3486,897,1025,19,549,151,159,3,455,115,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,1,20,548.0065496,1,22,0,0,0,0,-8.2,39.33,0.41,92.35,562.26,0
5opv_A3H_A_decoys_1,-22.328,42.8833,-0.326702,-1.97397,0,0,-1.46786,690.636,0,0.611644,4,0.341827,0.732825,0.267175,3209,912,999,20,388,95,114,2,400,118,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,18,2,-7309.665092,0,29,0,0,0,0,1.3,44.69,0.1,77.5,423.43,0
5opv_A3H_A_decoys_3,-32.9764,12.7881,4.36303,-7.4453,-1.23615,-1.03356,-31.2626,702.838,2,0.660425,2,0.287463,0.716806,0.283194,3375,919,1048,19,0,0,0,0,902,245,268,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,0,12,7,-84104.4624,2,24,0,0,0,0,-10,30.55,0.63,86.99,575.73,0
5opv_A3H_A_decoys_4,-31.3294,10.192,4.21291,-7.3271,-3.12346,0,-32.218,674.305,2,0.626437,1,0.315565,0.670722,0.329278,3116,863,985,17,391,108,117,2,621,160,175,3,0,0,0,0,0,0,0,0,0,0,0,0,111,31,34,0,0,0,0,0,0,0,0,0,0,37,6,0,22,13,-137809.5742,2,26,0,0,0,0,0.1,44.82,0.22,78.08,422.6,0
5or8_JR4_A_decoys_1,-25.3339,4.30371,2.63405,-1.86744,0,0,-23.0273,579.364,0,0.690061,1,0.462111,0.811973,0.188027,2156,519,549,12,559,138,140,4,258,63,69,2,0,0,0,0,0,0,0,0,207,51,55,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,32,6,0,6,47214.64549,1,18,0,0,0,0,-4.3,31.57,0.47,66.7,472.09,0
5or8_JR4_A_decoys_2,-18.982,3.44633,1.68057,-3.7139,-1.37509,0,-20.6195,559.578,1,0.677902,1,0.461996,0.785332,0.214668,1685,406,432,10,658,157,167,4,84,20,23,1,0,0,0,0,0,0,0,0,320,76,83,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,10,-31821.93376,1,10,0,0,0,0,-4,37.14,0.33,60.3,412.27,0
5or8_JR4_A_decoys_3,-22.3991,4.14099,-1.43943,-1.15682,0,-1.51299,-24.0473,643.653,1,0.69247,4,0.412169,0.74673,0.25327,2418,556,605,13,192,40,40,1,560,138,146,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,0,0,12,24431.48932,1,13,0,0,0,0,-2.8,34.37,0.5,70.08,551.96,0
5or9_JR5_A_decoys_1,-36.2055,9.31031,7.91507,-4.33045,-0.43219,0,-28.8124,749.535,1,0.656551,6,0.407349,0.780064,0.219936,3069,709,764,25,508,114,124,4,347,76,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,45,1,0,39,33407.40256,1,38,0,0,0,0,-2.7,44.96,0.32,79.84,539.94,0
5or9_JR5_A_decoys_2,-20.1171,5.54426,-0.443897,-1.45051,0,0,-18.696,631.522,0,0.644516,5,0.469393,0.825843,0.174157,2443,557,606,12,242,50,61,2,528,122,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,35,0,0,2,-5744.769182,0,29,0,0,0,0,-3.3,47.6,0.29,91.66,520.53,0
5or9_JR5_A_decoys_3,-17.4258,337.976,3.85933,0.0947947,-0.87924,0,171.611,368.649,1,0.65303,2,0.691256,0.72123,0.27877,1366,313,350,10,266,60,65,1,194,47,47,2,0,0,0,0,0,0,0,0,70,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,31,64194.96071,2,27,0,0,0,0,-4.6,49.91,0.12,102.16,478.53,0
5orb_JR6_A_decoys_1,-31.2013,2630.7,10.9575,0.831263,-1.8806,0,1425.61,502.189,1,0.624137,3,0.486616,0.711402,0.288598,1169,277,278,6,164,45,45,1,239,59,59,1,0,0,0,0,0,0,0,0,94,24,23,1,170,43,45,2,0,0,0,0,0,0,0,0,0,0,102,0,0,41,38295.52942,2,57,0,0,0,0,-9,40.91,0.17,71.34,398.45,0
5orb_JR6_A_decoys_2,-18.1806,4.51181,0.65369,-1.33474,0,0,-15.764,543.687,0,0.59029,3,0.49437,0.840356,0.159644,2127,501,521,12,280,69,71,2,425,105,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,31,0,0,8,-4876.345455,1,16,0,0,0,0,-5.4,39.78,0.11,75.26,395.2,0
5orb_JR6_A_decoys_3,-13.4098,4.05375,-4.42245,-1.8158,0,-1.83888,-18.9861,458.76,1,0.62126,1,0.53943,0.865612,0.134388,1699,405,405,11,79,19,19,0,506,128,125,3,0,0,0,0,0,0,0,0,97,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,25,0,0,0,-20967.08292,1,20,0,0,0,0,-3,34.48,0.33,66.84,417.9,0
5pae_7YA_B_decoys_1,-23.4413,3.41291,12.5727,-3.0195,0,-1.67578,-14.6824,733.189,2,0.649709,7,0.386478,0.70976,0.29024,2297,669,752,61,555,162,168,13,257,83,89,8,153,44,52,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,3,14,-80133.51663,2,13,0,0,0,0,-2.9,41.69,0.42,90.12,525.14,0
5pae_7YA_B_decoys_2,-22.24,3.94443,8.75879,-2.13852,0,-1.60093,-15.3116,656.081,1,0.664609,5,0.403013,0.695278,0.304722,2082,637,728,62,424,124,140,12,341,102,112,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,3,15,28771.92197,1,14,0,0,0,0,-2.2,37.14,0.39,95.74,515.85,0
5pae_7YA_B_decoys_3,-25.4899,4.94555,10.6234,-2.49415,0,0,-16.7357,807.121,0,0.681787,9,0.359276,0.673524,0.326476,2647,807,901,93,560,167,186,18,325,93,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,6,19,-103110.7762,0,13,0,0,0,0,-2.1,39.42,0.41,102.74,583.69,0
5pb6_9RV_C_decoys_1,-31.1185,6.26265,9.78206,-6.02832,0,0,-26.1508,808.908,0,0.676936,9,0.414528,0.60931,0.39069,2596,822,864,75,619,202,212,21,181,57,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,7,25,-24034.61676,0,19,0,0,0,0,-3.1,29.74,0.55,71.54,630.01,0
5pb6_9RV_C_decoys_2,-28.8998,4.91636,13.898,-3.55235,0,-0.403878,-17.6664,803.141,1,0.683053,8,0.405949,0.599947,0.400053,2281,730,760,71,551,182,192,16,188,67,62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,0,5,21,13548.28164,1,17,0,0,0,0,-3.8,29.68,0.75,81.33,627.52,0
5pb6_9RV_C_decoys_3,-33.8495,6.08011,9.99087,-2.94758,0,-1.38937,-26.3073,783.35,1,0.660092,8,0.372397,0.737151,0.262849,2381,760,787,67,521,167,177,16,344,115,123,12,0,0,0,0,0,0,0,0,149,41,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,1,19,-199374.9898,2,24,0,0,0,0,-4.9,34.5,0.42,91.82,504.68,0
5svf_70P_A_decoys_1,-33.1137,10.4082,11.9314,-8.27779,-2.46028,0,-25.9503,655.085,2,0.67857,8,0.291197,0.856449,0.143551,3364,840,827,81,1201,296,290,27,0,0,0,0,0,0,0,0,0,0,0,0,195,45,45,4,0,0,0,0,0,0,0,0,0,0,0,0,6,30,46,3,18,18,-17156.84374,5,24,0,0,0,0,-2.3,30.63,0.47,81.12,430.39,0
5svf_70P_A_decoys_2,-28.9158,29.7232,-4.18037,-0.90585,0,0,-19.0958,785.436,0,0.678513,6,0.272527,0.901448,0.0985521,2980,696,734,70,1158,285,281,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,33,0,3,6,-43774.99182,0,35,0,0,0,0,0.4,21.66,0.41,69.25,472.62,0
5svf_70P_A_decoys_3,-32.9973,6.47688,12.4232,-1.1081,-0.893938,0,-19.9269,735.324,1,0.700307,7,0.274406,0.838055,0.161945,3361,825,862,82,815,201,202,16,409,98,97,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,39,2,9,1,-75566.29839,1,24,1,0,0,0,-0.9,19.12,0.76,73.47,476.26,0
5sxn_74U_A_decoys_1,-35.1908,14.6486,0.432194,-3.56736,-0.710483,0,-30.7751,795.289,1,0.638806,3,0.330883,0.581097,0.418903,3690,853,1047,20,345,84,105,2,349,81,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,10,0,5,24,-87396.46424,1,36,0,0,0,0,-3,26.71,0.53,41.57,531.93,0
5sxn_74U_A_decoys_2,-21.9087,5.62604,3.61124,-1.41033,0,-0.795429,-16.7409,698.219,1,0.64192,1,0.382203,0.623886,0.376114,3368,783,1013,27,725,169,215,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,0,2,17,-73596.15682,1,16,0,0,0,0,-4.1,32.38,0.35,39.66,491.72,0
5sxn_74U_A_decoys_3,-28.2444,5.60626,5.26094,-1.61821,0,0,-22.2984,652.909,0,0.653657,3,0.38365,0.648017,0.351983,2847,626,793,33,559,124,170,6,140,29,43,2,0,0,0,0,0,0,0,0,175,36,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,0,6,21,-75829.51143,0,20,0,0,0,0,-3.7,34.09,0.12,53.16,415.21,0
5sy2_74V_B_decoys_1,-17.6572,2.20153,13.8331,-9.64647,-1.07288,-1.27629,-13.8582,672.572,2,0.652141,2,0.430548,0.51432,0.48568,2614,618,785,22,308,70,93,3,558,132,168,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,17,-555216.4614,2,6,0,0,0,2,-4.3,19.91,0.94,73.24,570.09,0
5sy2_74V_B_decoys_2,-18.6154,3.69265,12.1778,-7.82021,-1.93268,0,-15.3701,583.245,1,0.633042,1,0.404115,0.559164,0.440836,1965,465,590,13,459,108,139,3,630,153,191,4,0,0,0,0,0,0,0,0,0,0,0,0,128,35,45,1,0,0,0,0,0,0,0,0,0,18,9,0,8,28,-69697.20458,2,14,0,0,0,0,-3.5,37.48,0.23,102.56,374.31,0
5sy2_74V_B_decoys_3,-17.8623,3.88853,5.22992,-8.07208,0,0,-18.9637,671.24,0,0.646208,1,0.411991,0.638809,0.361191,1961,510,646,17,395,93,120,5,372,102,123,3,0,0,0,0,0,0,0,0,125,32,45,1,138,36,49,1,0,0,0,0,0,0,0,0,0,13,16,0,0,7,-34217.81882,0,6,0,0,0,0,-3.2,39.42,0.43,99.08,476.53,0
5t19_73U_A_decoys_1,-23.8418,3.54144,14.71,-8.65062,-1.48373,0,-18.2635,564.956,1,0.726053,7,0.424995,0.792533,0.207467,1250,424,393,18,671,206,197,6,282,101,93,4,0,0,0,0,0,0,0,0,0,0,0,0,273,93,84,3,0,0,0,0,0,0,0,0,30,6,61,2,0,14,111907.2654,2,11,1,0,0,0,-3.7,37.43,0.2,74.75,352.4,0
5t19_73U_A_decoys_2,-28.8981,7.77644,13.306,-10.4933,-1.80692,-1.43842,-23.6902,571.014,3,0.713506,4,0.366455,0.759261,0.240739,2180,706,680,26,159,54,49,3,680,235,202,10,0,0,0,0,0,0,0,0,141,49,44,2,0,0,0,0,0,0,0,0,0,0,0,0,47,7,77,4,4,16,-80117.9296,4,34,0,0,0,0,-2.3,43.07,0.13,92.7,415.61,0
5t19_73U_A_decoys_3,-30.4629,8.61975,15.9734,-22.6099,-1.8889,-2.30087,-36.9481,647.459,3,0.709559,4,0.379962,0.736642,0.263358,1952,678,604,31,919,277,255,13,143,49,46,2,0,0,0,0,0,0,0,0,86,31,27,2,0,0,0,0,0,0,0,0,0,0,0,0,44,11,67,9,0,3,-1967.560427,5,29,0,0,0,0,-2.8,39.03,0.2,83.56,417.93,0
5t1t_76P_A_decoys_1,-28.8911,8.40165,3.44079,-7.09057,0,0,-29.3446,759.043,0,0.602249,5,0.291246,0.688504,0.311496,3156,808,938,39,1095,284,316,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,4,0,3,14,-289762.0085,0,34,0,0,0,1,2.6,28.2,0.35,50.08,467.47,0
5t1t_76P_A_decoys_2,-30.6416,10.086,7.88855,-5.01094,-0.91582,0,-23.3411,757.141,1,0.6018,3,0.318356,0.724565,0.275435,3067,784,910,38,1155,295,345,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,31,42,1,0,0,0,0,0,0,0,0,2,48,7,0,16,8,61112.20625,1,25,0,0,1,0,2.4,32.43,0.41,48.69,486.64,0
5t1t_76P_A_decoys_3,-19.5539,3.60087,9.37745,-1.95457,0,0,-10.2517,664.988,0,0.610306,3,0.350375,0.658626,0.341374,2328,614,695,25,669,176,204,8,190,57,68,2,154,42,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,0,0,19,-99298.44973,0,10,0,0,0,0,-3.5,33.27,0.5,76.09,432.89,0
5t2b_74O_A_decoys_1,-23.3185,4.19127,9.10068,-7.6779,0,-0.0646655,-18.8835,710.534,1,0.47427,1,0.354806,0.742019,0.257981,1981,500,562,51,508,140,151,11,691,180,201,14,0,0,0,0,0,0,0,0,366,99,99,8,0,0,0,0,0,0,0,0,0,0,0,0,5,31,24,0,2,2,-51025.56653,2,10,0,0,0,0,-4.5,43.57,0.14,136.87,412.71,0
5t2b_74O_A_decoys_2,-19.576,8.45805,8.17837,-0.898943,0,0,-7.78865,634.48,0,0.487253,5,0.396697,0.80039,0.19961,1569,406,432,33,1016,248,276,21,288,73,78,6,305,76,87,11,0,0,0,0,163,38,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,0,9,3,8195.142742,0,6,0,0,0,0,-4.5,47.84,0.4,132.4,374.81,0
5t2b_74O_A_decoys_3,-18.2422,2.66697,3.86695,-0.696291,0,0,-14.8419,640.729,0,0.49006,7,0.468319,0.819027,0.180973,2588,667,721,59,1102,273,303,23,193,43,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,0,4,6,-75656.72025,0,9,0,0,0,0,-3.2,44.1,0.17,117,500.9,0
5t4v_N48_A_decoys_1,-26.3066,5.35036,-4.77455,-0.101478,0,0,-28.9281,653.937,0,0.627188,2,0.472334,0.882011,0.117989,2079,462,571,17,615,122,176,6,137,30,38,1,0,0,0,0,0,0,0,0,272,62,76,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,27,0,0,2,17195.78053,0,29,2,0,0,0,-2.3,48.07,0.35,87.44,508.1,0
5t4v_N48_A_decoys_2,-15.6375,2.81077,-0.492141,-3.87696,0,-0.445161,-19.092,551.381,1,0.593437,0,0.522546,0.781653,0.218347,2089,473,592,19,322,65,95,2,204,41,59,2,0,0,0,0,0,0,0,0,50,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,4,32645.97662,1,14,2,0,0,0,-1.4,48.05,0.16,116.3,476.98,0
5t4v_N48_A_decoys_3,-24.4258,4.89423,2.31496,-1.1735,0,0,-21.0673,607.642,0,0.602303,2,0.465178,0.813517,0.186483,2401,532,673,14,434,98,121,3,408,92,117,3,0,0,0,0,0,0,0,0,121,22,35,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,34,0,0,4,-27868.92205,0,25,3,0,0,0,-3.9,48.49,0.15,80.23,456.86,0
